crop_name,disease_name,symptoms,recommended_fertilizers,recommended_insecticides,image_url
Garlic,Powdery Mildew,Leaf curling,"Phosphorous, Calcium","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Garlic,Downy Mildew,White powdery coating,"Phosphorous, Magnesium","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Garlic,Root Rot,White powdery coating,"Nitrogen, Potassium","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Garlic,Wilt,Fungal patches,"Nitrogen, Magnesium","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Garlic,Anthracnose,Fungal patches,"Calcium, Sulfur","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Garlic,Smut,Fungal patches,"Calcium, Sulfur","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Garlic,Scab,Wilting,"Sulfur, Potassium","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Garlic,Mosaic Virus,Stunted growth,"Nitrogen, Sulfur","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Carrot,Leaf Blight,Stunted growth,"Nitrogen, Sulfur","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Carrot,Rust,White powdery coating,"Nitrogen, Magnesium","Thiamethoxam, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Carrot,Powdery Mildew,Stunted growth,"Potassium, Phosphorous","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Carrot,Downy Mildew,Leaf curling,"Calcium, Phosphorous","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Carrot,Root Rot,Water-soaked lesions,"Sulfur, Magnesium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Carrot,Wilt,Necrotic areas,"Sulfur, Magnesium","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Carrot,Anthracnose,Wilting,"Potassium, Calcium","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Carrot,Smut,Fungal patches,"Phosphorous, Potassium","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Carrot,Scab,Dark spots,"Potassium, Phosphorous","Carbaryl, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Carrot,Mosaic Virus,Water-soaked lesions,"Phosphorous, Sulfur","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Beetroot,Leaf Blight,Stunted growth,"Calcium, Potassium","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Beetroot,Rust,Necrotic areas,"Potassium, Nitrogen","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Beetroot,Powdery Mildew,Fungal patches,"Potassium, Nitrogen","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Beetroot,Downy Mildew,Necrotic areas,"Magnesium, Potassium","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Beetroot,Root Rot,White powdery coating,"Sulfur, Phosphorous","Thiamethoxam, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Beetroot,Wilt,Water-soaked lesions,"Sulfur, Potassium","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Beetroot,Anthracnose,White powdery coating,"Potassium, Calcium","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Beetroot,Smut,Stunted growth,"Potassium, Sulfur","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Beetroot,Scab,Fungal patches,"Sulfur, Magnesium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Beetroot,Mosaic Virus,Stunted growth,"Phosphorous, Magnesium","Carbaryl, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Radish,Leaf Blight,Yellowing leaves,"Potassium, Magnesium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Rust,Fungal patches,"Sulfur, Phosphorous","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Powdery Mildew,Dark spots,"Calcium, Sulfur","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Radish,Downy Mildew,Stunted growth,"Nitrogen, Potassium","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Root Rot,White powdery coating,"Phosphorous, Sulfur","Malathion, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Wilt,Stunted growth,"Phosphorous, Potassium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Radish,Anthracnose,Wilting,"Magnesium, Nitrogen","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Smut,White powdery coating,"Magnesium, Sulfur","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Scab,Fungal patches,"Magnesium, Calcium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Radish,Mosaic Virus,Necrotic areas,"Sulfur, Nitrogen","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Spinach,Leaf Blight,White powdery coating,"Sulfur, Phosphorous","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Spinach,Rust,Stunted growth,"Potassium, Sulfur","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Spinach,Powdery Mildew,Water-soaked lesions,"Potassium, Calcium","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Spinach,Downy Mildew,Leaf curling,"Sulfur, Phosphorous","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Spinach,Root Rot,Chlorosis,"Sulfur, Phosphorous","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Spinach,Wilt,Leaf curling,"Sulfur, Magnesium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Spinach,Anthracnose,Necrotic areas,"Potassium, Calcium","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Spinach,Smut,Fungal patches,"Potassium, Calcium","Cypermethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Spinach,Scab,Leaf curling,"Potassium, Magnesium","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Spinach,Mosaic Virus,Dark spots,"Magnesium, Sulfur","Carbaryl, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cabbage,Leaf Blight,Water-soaked lesions,"Calcium, Nitrogen","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cabbage,Rust,Necrotic areas,"Nitrogen, Potassium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cabbage,Powdery Mildew,Water-soaked lesions,"Phosphorous, Calcium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cabbage,Downy Mildew,Dark spots,"Nitrogen, Potassium","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cabbage,Root Rot,Chlorosis,"Nitrogen, Calcium","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cabbage,Wilt,Fungal patches,"Calcium, Sulfur","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cabbage,Anthracnose,Dark spots,"Phosphorous, Magnesium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cabbage,Smut,Leaf curling,"Sulfur, Magnesium","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cabbage,Scab,Chlorosis,"Potassium, Nitrogen","Chlorantraniliprole, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cabbage,Mosaic Virus,Leaf curling,"Phosphorous, Potassium","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cauliflower,Leaf Blight,Leaf curling,"Potassium, Phosphorous","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cauliflower,Rust,Water-soaked lesions,"Nitrogen, Phosphorous","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cauliflower,Powdery Mildew,Fungal patches,"Sulfur, Calcium","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cauliflower,Downy Mildew,Water-soaked lesions,"Phosphorous, Nitrogen","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cauliflower,Root Rot,Leaf curling,"Sulfur, Calcium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cauliflower,Wilt,White powdery coating,"Phosphorous, Sulfur","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cauliflower,Anthracnose,White powdery coating,"Sulfur, Potassium","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cauliflower,Smut,Chlorosis,"Potassium, Magnesium","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cauliflower,Scab,White powdery coating,"Sulfur, Potassium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cauliflower,Mosaic Virus,Water-soaked lesions,"Magnesium, Sulfur","Carbaryl, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Apple,Leaf Blight,White powdery coating,"Calcium, Sulfur","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Apple,Rust,Leaf curling,"Magnesium, Sulfur","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Apple,Powdery Mildew,Chlorosis,"Potassium, Nitrogen","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Apple,Downy Mildew,Fungal patches,"Magnesium, Sulfur","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Apple,Root Rot,Wilting,"Phosphorous, Sulfur","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Apple,Wilt,Dark spots,"Potassium, Nitrogen","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Apple,Anthracnose,Wilting,"Calcium, Magnesium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Apple,Smut,Wilting,"Phosphorous, Potassium","Malathion, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Apple,Scab,Yellowing leaves,"Sulfur, Nitrogen","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Apple,Mosaic Virus,Water-soaked lesions,"Sulfur, Calcium","Spinosad, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Banana,Leaf Blight,Stunted growth,"Potassium, Magnesium","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Banana,Rust,Water-soaked lesions,"Phosphorous, Sulfur","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Banana,Powdery Mildew,White powdery coating,"Phosphorous, Calcium","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Banana,Downy Mildew,Leaf curling,"Calcium, Phosphorous","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Banana,Root Rot,Wilting,"Sulfur, Calcium","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Banana,Wilt,Necrotic areas,"Sulfur, Calcium","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Banana,Anthracnose,Dark spots,"Nitrogen, Calcium","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Banana,Smut,Leaf curling,"Calcium, Magnesium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Banana,Scab,White powdery coating,"Calcium, Nitrogen","Lambda-cyhalothrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Banana,Mosaic Virus,Water-soaked lesions,"Sulfur, Potassium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mango,Leaf Blight,Dark spots,"Phosphorous, Sulfur","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mango,Rust,White powdery coating,"Sulfur, Calcium","Acetamiprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mango,Powdery Mildew,Fungal patches,"Potassium, Sulfur","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mango,Downy Mildew,Fungal patches,"Sulfur, Phosphorous","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mango,Root Rot,White powdery coating,"Magnesium, Potassium","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mango,Wilt,Leaf curling,"Nitrogen, Phosphorous","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mango,Anthracnose,Fungal patches,"Magnesium, Sulfur","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mango,Smut,Stunted growth,"Sulfur, Potassium","Carbaryl, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mango,Scab,White powdery coating,"Sulfur, Phosphorous","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mango,Mosaic Virus,Wilting,"Phosphorous, Sulfur","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Orange,Leaf Blight,Stunted growth,"Magnesium, Calcium","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Orange,Rust,Leaf curling,"Phosphorous, Magnesium","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Orange,Powdery Mildew,Leaf curling,"Calcium, Sulfur","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Orange,Downy Mildew,Necrotic areas,"Potassium, Nitrogen","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Orange,Root Rot,Water-soaked lesions,"Potassium, Phosphorous","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Orange,Wilt,Leaf curling,"Nitrogen, Potassium","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Orange,Anthracnose,Leaf curling,"Sulfur, Phosphorous","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Orange,Smut,Yellowing leaves,"Sulfur, Calcium","Spinosad, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Orange,Scab,Yellowing leaves,"Sulfur, Potassium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Orange,Mosaic Virus,Leaf curling,"Potassium, Nitrogen","Chlorantraniliprole, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Grapes,Leaf Blight,White powdery coating,"Calcium, Nitrogen","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
